pokemon_id,pokemon_proximas_evolucoes,pokemon_name,pokemon_altura,pokemon_peso,pokemon_tipos,pokemon_habilidades,url_pagina
0525,"[{'numero': '', 'nome': 'Roggenrola', 'url': 'https://pokemondb.net/pokedex/roggenrola'}, {'numero': '', 'nome': 'Boldore', 'url': 'https://pokemondb.net/pokedex/boldore'}, {'numero': '', 'nome': 'Gigalith', 'url': 'https://pokemondb.net/pokedex/gigalith'}]",Boldore,0.9 m (2′11″),102.0 kg (224.9 lbs),"Rock,Chargestone Cave,Mistralton Cave,Wellspring Cave,Twist Mountain,Victory Road,Clay Tunnel,Reversal Mountain,Relic Passage,Seaside Cave,Underground Ruins","[{'nome': 'Sturdy', 'url': 'https://pokemondb.net/ability/sturdy'}, {'nome': 'Weak Armor', 'url': 'https://pokemondb.net/ability/weak-armor'}, {'nome': 'Sand Force', 'url': 'https://pokemondb.net/ability/sand-force'}]",https://pokemondb.net//pokedex/boldore
0550,"[{'numero': '', 'nome': 'Basculin', 'url': 'https://pokemondb.net/pokedex/basculin'}, {'numero': '', 'nome': 'Basculegion', 'url': 'https://pokemondb.net/pokedex/basculegion'}, {'numero': '', 'nome': 'Basculegion', 'url': 'https://pokemondb.net/pokedex/basculegion'}]",Basculin,1.0 m (3′03″),18.0 kg (39.7 lbs),"Water,Water,Water,Route 1,3,6,11,13,14,19,20,22,23,Dragonspiral Tower,Abundant Shrine,Giant Chasm,Lostlorn Forest,Wellspring Cave,Striaton City,Undella Town,Victory Road,Village Bridge,Pinwheel Forest,Aspertia City,Floccesy Ranch,Humilau City,Clay Tunnel,Nature Sanctuary,Relic Passage,Nature Preserve","[{'nome': 'Reckless', 'url': 'https://pokemondb.net/ability/reckless'}, {'nome': 'Adaptability', 'url': 'https://pokemondb.net/ability/adaptability'}, {'nome': 'Mold Breaker', 'url': 'https://pokemondb.net/ability/mold-breaker'}, {'nome': 'Rock Head', 'url': 'https://pokemondb.net/ability/rock-head'}, {'nome': 'Adaptability', 'url': 'https://pokemondb.net/ability/adaptability'}, {'nome': 'Mold Breaker', 'url': 'https://pokemondb.net/ability/mold-breaker'}, {'nome': 'Rattled', 'url': 'https://pokemondb.net/ability/rattled'}, {'nome': 'Adaptability', 'url': 'https://pokemondb.net/ability/adaptability'}, {'nome': 'Mold Breaker', 'url': 'https://pokemondb.net/ability/mold-breaker'}]",https://pokemondb.net//pokedex/basculin
0549,"[{'numero': '', 'nome': 'Petilil', 'url': 'https://pokemondb.net/pokedex/petilil'}, {'numero': '', 'nome': 'Lilligant', 'url': 'https://pokemondb.net/pokedex/lilligant'}, {'numero': '', 'nome': 'Lilligant', 'url': 'https://pokemondb.net/pokedex/lilligant'}]",Lilligant,1.1 m (3′07″),16.3 kg (35.9 lbs),"Grass,Grass,Fighting,Abundant Shrine,Lostlorn Forest,Pinwheel Forest","[{'nome': 'Chlorophyll', 'url': 'https://pokemondb.net/ability/chlorophyll'}, {'nome': 'Own Tempo', 'url': 'https://pokemondb.net/ability/own-tempo'}, {'nome': 'Leaf Guard', 'url': 'https://pokemondb.net/ability/leaf-guard'}, {'nome': 'Chlorophyll', 'url': 'https://pokemondb.net/ability/chlorophyll'}, {'nome': 'Hustle', 'url': 'https://pokemondb.net/ability/hustle'}, {'nome': 'Leaf Guard', 'url': 'https://pokemondb.net/ability/leaf-guard'}]",https://pokemondb.net//pokedex/lilligant
0548,"[{'numero': '', 'nome': 'Petilil', 'url': 'https://pokemondb.net/pokedex/petilil'}, {'numero': '', 'nome': 'Lilligant', 'url': 'https://pokemondb.net/pokedex/lilligant'}, {'numero': '', 'nome': 'Lilligant', 'url': 'https://pokemondb.net/pokedex/lilligant'}]",Petilil,0.5 m (1′08″),6.6 kg (14.6 lbs),"Grass,Abundant Shrine,Lostlorn Forest,Pinwheel Forest","[{'nome': 'Chlorophyll', 'url': 'https://pokemondb.net/ability/chlorophyll'}, {'nome': 'Own Tempo', 'url': 'https://pokemondb.net/ability/own-tempo'}, {'nome': 'Leaf Guard', 'url': 'https://pokemondb.net/ability/leaf-guard'}]",https://pokemondb.net//pokedex/petilil
0547,"[{'numero': '', 'nome': 'Cottonee', 'url': 'https://pokemondb.net/pokedex/cottonee'}, {'numero': '', 'nome': 'Whimsicott', 'url': 'https://pokemondb.net/pokedex/whimsicott'}]",Whimsicott,0.7 m (2′04″),6.6 kg (14.6 lbs),"Grass,Fairy","[{'nome': 'Prankster', 'url': 'https://pokemondb.net/ability/prankster'}, {'nome': 'Infiltrator', 'url': 'https://pokemondb.net/ability/infiltrator'}, {'nome': 'Chlorophyll', 'url': 'https://pokemondb.net/ability/chlorophyll'}]",https://pokemondb.net//pokedex/whimsicott
0546,"[{'numero': '', 'nome': 'Cottonee', 'url': 'https://pokemondb.net/pokedex/cottonee'}, {'numero': '', 'nome': 'Whimsicott', 'url': 'https://pokemondb.net/pokedex/whimsicott'}]",Cottonee,0.3 m (1′00″),0.6 kg (1.3 lbs),"Grass,Fairy,Nacrene City","[{'nome': 'Prankster', 'url': 'https://pokemondb.net/ability/prankster'}, {'nome': 'Infiltrator', 'url': 'https://pokemondb.net/ability/infiltrator'}, {'nome': 'Chlorophyll', 'url': 'https://pokemondb.net/ability/chlorophyll'}]",https://pokemondb.net//pokedex/cottonee
0545,"[{'numero': '', 'nome': 'Venipede', 'url': 'https://pokemondb.net/pokedex/venipede'}, {'numero': '', 'nome': 'Whirlipede', 'url': 'https://pokemondb.net/pokedex/whirlipede'}, {'numero': '', 'nome': 'Scolipede', 'url': 'https://pokemondb.net/pokedex/scolipede'}]",Scolipede,2.5 m (8′02″),200.5 kg (442.0 lbs),"Bug,Poison,Pinwheel Forest","[{'nome': 'Poison Point', 'url': 'https://pokemondb.net/ability/poison-point'}, {'nome': 'Swarm', 'url': 'https://pokemondb.net/ability/swarm'}, {'nome': 'Speed Boost', 'url': 'https://pokemondb.net/ability/speed-boost'}]",https://pokemondb.net//pokedex/scolipede
0571,"[{'numero': '', 'nome': 'Zorua', 'url': 'https://pokemondb.net/pokedex/zorua'}, {'numero': '', 'nome': 'Zoroark', 'url': 'https://pokemondb.net/pokedex/zoroark'}, {'numero': '', 'nome': 'Zorua', 'url': 'https://pokemondb.net/pokedex/zorua'}, {'numero': '', 'nome': 'Zoroark', 'url': 'https://pokemondb.net/pokedex/zoroark'}]",Zoroark,1.6 m (5′03″),81.1 kg (178.8 lbs),"Dark,Normal,Ghost","[{'nome': 'Illusion', 'url': 'https://pokemondb.net/ability/illusion'}, {'nome': 'Illusion', 'url': 'https://pokemondb.net/ability/illusion'}]",https://pokemondb.net//pokedex/zoroark
0570,"[{'numero': '', 'nome': 'Zorua', 'url': 'https://pokemondb.net/pokedex/zorua'}, {'numero': '', 'nome': 'Zoroark', 'url': 'https://pokemondb.net/pokedex/zoroark'}, {'numero': '', 'nome': 'Zorua', 'url': 'https://pokemondb.net/pokedex/zorua'}, {'numero': '', 'nome': 'Zoroark', 'url': 'https://pokemondb.net/pokedex/zoroark'}]",Zorua,0.7 m (2′04″),12.5 kg (27.6 lbs),"Dark,Normal,Ghost","[{'nome': 'Illusion', 'url': 'https://pokemondb.net/ability/illusion'}, {'nome': 'Illusion', 'url': 'https://pokemondb.net/ability/illusion'}]",https://pokemondb.net//pokedex/zorua
0569,"[{'numero': '', 'nome': 'Trubbish', 'url': 'https://pokemondb.net/pokedex/trubbish'}, {'numero': '', 'nome': 'Garbodor', 'url': 'https://pokemondb.net/pokedex/garbodor'}]",Garbodor,1.9 m (6′03″),107.3 kg (236.6 lbs),"Poison,Lost Hotel,Pokémon Village","[{'nome': 'Stench', 'url': 'https://pokemondb.net/ability/stench'}, {'nome': 'Weak Armor', 'url': 'https://pokemondb.net/ability/weak-armor'}, {'nome': 'Aftermath', 'url': 'https://pokemondb.net/ability/aftermath'}]",https://pokemondb.net//pokedex/garbodor
0568,"[{'numero': '', 'nome': 'Trubbish', 'url': 'https://pokemondb.net/pokedex/trubbish'}, {'numero': '', 'nome': 'Garbodor', 'url': 'https://pokemondb.net/pokedex/garbodor'}]",Trubbish,0.6 m (2′00″),31.0 kg (68.3 lbs),"Poison,Route 4,5,16","[{'nome': 'Stench', 'url': 'https://pokemondb.net/ability/stench'}, {'nome': 'Sticky Hold', 'url': 'https://pokemondb.net/ability/sticky-hold'}, {'nome': 'Aftermath', 'url': 'https://pokemondb.net/ability/aftermath'}]",https://pokemondb.net//pokedex/trubbish
0567,"[{'numero': '', 'nome': 'Archen', 'url': 'https://pokemondb.net/pokedex/archen'}, {'numero': '', 'nome': 'Archeops', 'url': 'https://pokemondb.net/pokedex/archeops'}]",Archeops,1.4 m (4′07″),32.0 kg (70.5 lbs),"Rock,Flying","[{'nome': 'Defeatist', 'url': 'https://pokemondb.net/ability/defeatist'}]",https://pokemondb.net//pokedex/archeops
0566,"[{'numero': '', 'nome': 'Archen', 'url': 'https://pokemondb.net/pokedex/archen'}, {'numero': '', 'nome': 'Archeops', 'url': 'https://pokemondb.net/pokedex/archeops'}]",Archen,0.5 m (1′08″),9.5 kg (20.9 lbs),"Rock,Flying,Ambrette Town","[{'nome': 'Defeatist', 'url': 'https://pokemondb.net/ability/defeatist'}]",https://pokemondb.net//pokedex/archen
0565,"[{'numero': '', 'nome': 'Tirtouga', 'url': 'https://pokemondb.net/pokedex/tirtouga'}, {'numero': '', 'nome': 'Carracosta', 'url': 'https://pokemondb.net/pokedex/carracosta'}]",Carracosta,1.2 m (3′11″),81.0 kg (178.6 lbs),"Water,Rock","[{'nome': 'Solid Rock', 'url': 'https://pokemondb.net/ability/solid-rock'}, {'nome': 'Sturdy', 'url': 'https://pokemondb.net/ability/sturdy'}, {'nome': 'Swift Swim', 'url': 'https://pokemondb.net/ability/swift-swim'}]",https://pokemondb.net//pokedex/carracosta
0564,"[{'numero': '', 'nome': 'Tirtouga', 'url': 'https://pokemondb.net/pokedex/tirtouga'}, {'numero': '', 'nome': 'Carracosta', 'url': 'https://pokemondb.net/pokedex/carracosta'}]",Tirtouga,0.7 m (2′04″),16.5 kg (36.4 lbs),"Water,Rock,Ambrette Town","[{'nome': 'Solid Rock', 'url': 'https://pokemondb.net/ability/solid-rock'}, {'nome': 'Sturdy', 'url': 'https://pokemondb.net/ability/sturdy'}, {'nome': 'Swift Swim', 'url': 'https://pokemondb.net/ability/swift-swim'}]",https://pokemondb.net//pokedex/tirtouga
0597,"[{'numero': '', 'nome': 'Ferroseed', 'url': 'https://pokemondb.net/pokedex/ferroseed'}, {'numero': '', 'nome': 'Ferrothorn', 'url': 'https://pokemondb.net/pokedex/ferrothorn'}]",Ferroseed,0.6 m (2′00″),18.8 kg (41.4 lbs),"Grass,Steel,Glittering Cave,Reflection Cave","[{'nome': 'Iron Barbs', 'url': 'https://pokemondb.net/ability/iron-barbs'}]",https://pokemondb.net//pokedex/ferroseed
0596,"[{'numero': '', 'nome': 'Joltik', 'url': 'https://pokemondb.net/pokedex/joltik'}, {'numero': '', 'nome': 'Galvantula', 'url': 'https://pokemondb.net/pokedex/galvantula'}]",Galvantula,0.8 m (2′07″),14.3 kg (31.5 lbs),"Bug,Electric","[{'nome': 'Compound Eyes', 'url': 'https://pokemondb.net/ability/compound-eyes'}, {'nome': 'Unnerve', 'url': 'https://pokemondb.net/ability/unnerve'}, {'nome': 'Swarm', 'url': 'https://pokemondb.net/ability/swarm'}]",https://pokemondb.net//pokedex/galvantula
0604,"[{'numero': '', 'nome': 'Tynamo', 'url': 'https://pokemondb.net/pokedex/tynamo'}, {'numero': '', 'nome': 'Eelektrik', 'url': 'https://pokemondb.net/pokedex/eelektrik'}, {'numero': '', 'nome': 'Eelektross', 'url': 'https://pokemondb.net/pokedex/eelektross'}]",Eelektross,2.1 m (6′11″),80.5 kg (177.5 lbs),Electric,"[{'nome': 'Levitate', 'url': 'https://pokemondb.net/ability/levitate'}]",https://pokemondb.net//pokedex/eelektross
0603,"[{'numero': '', 'nome': 'Tynamo', 'url': 'https://pokemondb.net/pokedex/tynamo'}, {'numero': '', 'nome': 'Eelektrik', 'url': 'https://pokemondb.net/pokedex/eelektrik'}, {'numero': '', 'nome': 'Eelektross', 'url': 'https://pokemondb.net/pokedex/eelektross'}]",Eelektrik,1.2 m (3′11″),22.0 kg (48.5 lbs),"Electric,Seaside Cave","[{'nome': 'Levitate', 'url': 'https://pokemondb.net/ability/levitate'}]",https://pokemondb.net//pokedex/eelektrik
0602,"[{'numero': '', 'nome': 'Tynamo', 'url': 'https://pokemondb.net/pokedex/tynamo'}, {'numero': '', 'nome': 'Eelektrik', 'url': 'https://pokemondb.net/pokedex/eelektrik'}, {'numero': '', 'nome': 'Eelektross', 'url': 'https://pokemondb.net/pokedex/eelektross'}]",Tynamo,0.2 m (0′08″),0.3 kg (0.7 lbs),"Electric,Chargestone Cave,Seaside Cave","[{'nome': 'Levitate', 'url': 'https://pokemondb.net/ability/levitate'}]",https://pokemondb.net//pokedex/tynamo
0601,"[{'numero': '', 'nome': 'Klink', 'url': 'https://pokemondb.net/pokedex/klink'}, {'numero': '', 'nome': 'Klang', 'url': 'https://pokemondb.net/pokedex/klang'}, {'numero': '', 'nome': 'Klinklang', 'url': 'https://pokemondb.net/pokedex/klinklang'}]",Klinklang,0.6 m (2′00″),81.0 kg (178.6 lbs),"Steel,P2 Laboratory","[{'nome': 'Plus', 'url': 'https://pokemondb.net/ability/plus'}, {'nome': 'Minus', 'url': 'https://pokemondb.net/ability/minus'}, {'nome': 'Clear Body', 'url': 'https://pokemondb.net/ability/clear-body'}]",https://pokemondb.net//pokedex/klinklang
0600,"[{'numero': '', 'nome': 'Klink', 'url': 'https://pokemondb.net/pokedex/klink'}, {'numero': '', 'nome': 'Klang', 'url': 'https://pokemondb.net/pokedex/klang'}, {'numero': '', 'nome': 'Klinklang', 'url': 'https://pokemondb.net/pokedex/klinklang'}]",Klang,0.6 m (2′00″),51.0 kg (112.4 lbs),"Steel,P2 Laboratory","[{'nome': 'Plus', 'url': 'https://pokemondb.net/ability/plus'}, {'nome': 'Minus', 'url': 'https://pokemondb.net/ability/minus'}, {'nome': 'Clear Body', 'url': 'https://pokemondb.net/ability/clear-body'}]",https://pokemondb.net//pokedex/klang
0599,"[{'numero': '', 'nome': 'Klink', 'url': 'https://pokemondb.net/pokedex/klink'}, {'numero': '', 'nome': 'Klang', 'url': 'https://pokemondb.net/pokedex/klang'}, {'numero': '', 'nome': 'Klinklang', 'url': 'https://pokemondb.net/pokedex/klinklang'}]",Klink,0.3 m (1′00″),21.0 kg (46.3 lbs),"Steel,Chargestone Cave","[{'nome': 'Plus', 'url': 'https://pokemondb.net/ability/plus'}, {'nome': 'Minus', 'url': 'https://pokemondb.net/ability/minus'}, {'nome': 'Clear Body', 'url': 'https://pokemondb.net/ability/clear-body'}]",https://pokemondb.net//pokedex/klink
0628,"[{'numero': '', 'nome': 'Rufflet', 'url': 'https://pokemondb.net/pokedex/rufflet'}, {'numero': '', 'nome': 'Braviary', 'url': 'https://pokemondb.net/pokedex/braviary'}, {'numero': '', 'nome': 'Braviary', 'url': 'https://pokemondb.net/pokedex/braviary'}]",Braviary,1.5 m (4′11″),41.0 kg (90.4 lbs),"Normal,Flying,Psychic,Flying,Route 11,Village Bridge","[{'nome': 'Keen Eye', 'url': 'https://pokemondb.net/ability/keen-eye'}, {'nome': 'Sheer Force', 'url': 'https://pokemondb.net/ability/sheer-force'}, {'nome': 'Defiant', 'url': 'https://pokemondb.net/ability/defiant'}, {'nome': 'Keen Eye', 'url': 'https://pokemondb.net/ability/keen-eye'}, {'nome': 'Sheer Force', 'url': 'https://pokemondb.net/ability/sheer-force'}, {'nome': 'Tinted Lens', 'url': 'https://pokemondb.net/ability/tinted-lens'}]",https://pokemondb.net//pokedex/braviary
0627,"[{'numero': '', 'nome': 'Rufflet', 'url': 'https://pokemondb.net/pokedex/rufflet'}, {'numero': '', 'nome': 'Braviary', 'url': 'https://pokemondb.net/pokedex/braviary'}, {'numero': '', 'nome': 'Braviary', 'url': 'https://pokemondb.net/pokedex/braviary'}]",Rufflet,0.5 m (1′08″),10.5 kg (23.1 lbs),"Normal,Flying,Route 10,11,Victory Road,Village Bridge","[{'nome': 'Keen Eye', 'url': 'https://pokemondb.net/ability/keen-eye'}, {'nome': 'Sheer Force', 'url': 'https://pokemondb.net/ability/sheer-force'}, {'nome': 'Hustle', 'url': 'https://pokemondb.net/ability/hustle'}]",https://pokemondb.net//pokedex/rufflet
0649,,Genesect,1.5 m (4′11″),82.5 kg (181.9 lbs),"Bug,Steel","[{'nome': 'Download', 'url': 'https://pokemondb.net/ability/download'}]",https://pokemondb.net//pokedex/genesect
0648,,Meloetta,0.6 m (2′00″),6.5 kg (14.3 lbs),"Normal,Psychic,Normal,Fighting","[{'nome': 'Serene Grace', 'url': 'https://pokemondb.net/ability/serene-grace'}, {'nome': 'Serene Grace', 'url': 'https://pokemondb.net/ability/serene-grace'}]",https://pokemondb.net//pokedex/meloetta
0647,,Keldeo,1.4 m (4′07″),48.5 kg (106.9 lbs),"Water,Fighting,Water,Fighting","[{'nome': 'Justified', 'url': 'https://pokemondb.net/ability/justified'}, {'nome': 'Justified', 'url': 'https://pokemondb.net/ability/justified'}]",https://pokemondb.net//pokedex/keldeo
0645,,Landorus,1.5 m (4′11″),68.0 kg (149.9 lbs),"Ground,Flying,Ground,Flying","[{'nome': 'Sand Force', 'url': 'https://pokemondb.net/ability/sand-force'}, {'nome': 'Sheer Force', 'url': 'https://pokemondb.net/ability/sheer-force'}, {'nome': 'Intimidate', 'url': 'https://pokemondb.net/ability/intimidate'}]",https://pokemondb.net//pokedex/landorus
0644,,Zekrom,2.9 m (9′06″),345.0 kg (760.6 lbs),"Dragon,Electric,Dragonspiral Tower,N's Castle","[{'nome': 'Teravolt', 'url': 'https://pokemondb.net/ability/teravolt'}]",https://pokemondb.net//pokedex/zekrom
0658,"[{'numero': '', 'nome': 'Froakie', 'url': 'https://pokemondb.net/pokedex/froakie'}, {'numero': '', 'nome': 'Frogadier', 'url': 'https://pokemondb.net/pokedex/frogadier'}, {'numero': '', 'nome': 'Greninja', 'url': 'https://pokemondb.net/pokedex/greninja'}]",Greninja,1.5 m (4′11″),40.0 kg (88.2 lbs),"Water,Dark,Water,Dark","[{'nome': 'Torrent', 'url': 'https://pokemondb.net/ability/torrent'}, {'nome': 'Protean', 'url': 'https://pokemondb.net/ability/protean'}, {'nome': 'Battle Bond', 'url': 'https://pokemondb.net/ability/battle-bond'}]",https://pokemondb.net//pokedex/greninja
0657,"[{'numero': '', 'nome': 'Froakie', 'url': 'https://pokemondb.net/pokedex/froakie'}, {'numero': '', 'nome': 'Frogadier', 'url': 'https://pokemondb.net/pokedex/frogadier'}, {'numero': '', 'nome': 'Greninja', 'url': 'https://pokemondb.net/pokedex/greninja'}]",Frogadier,0.6 m (2′00″),10.9 kg (24.0 lbs),Water,"[{'nome': 'Torrent', 'url': 'https://pokemondb.net/ability/torrent'}, {'nome': 'Protean', 'url': 'https://pokemondb.net/ability/protean'}]",https://pokemondb.net//pokedex/frogadier
0646,,Kyurem,3.0 m (9′10″),325.0 kg (716.5 lbs),"Dragon,Ice,Dragon,Ice,Dragon,Ice","[{'nome': 'Pressure', 'url': 'https://pokemondb.net/ability/pressure'}, {'nome': 'Turboblaze', 'url': 'https://pokemondb.net/ability/turboblaze'}, {'nome': 'Teravolt', 'url': 'https://pokemondb.net/ability/teravolt'}]",https://pokemondb.net//pokedex/kyurem
0684,"[{'numero': '', 'nome': 'Swirlix', 'url': 'https://pokemondb.net/pokedex/swirlix'}, {'numero': '', 'nome': 'Slurpuff', 'url': 'https://pokemondb.net/pokedex/slurpuff'}]",Swirlix,0.4 m (1′04″),3.5 kg (7.7 lbs),Fairy,"[{'nome': 'Sweet Veil', 'url': 'https://pokemondb.net/ability/sweet-veil'}, {'nome': 'Unburden', 'url': 'https://pokemondb.net/ability/unburden'}]",https://pokemondb.net//pokedex/swirlix
0683,"[{'numero': '', 'nome': 'Spritzee', 'url': 'https://pokemondb.net/pokedex/spritzee'}, {'numero': '', 'nome': 'Aromatisse', 'url': 'https://pokemondb.net/pokedex/aromatisse'}]",Aromatisse,0.8 m (2′07″),15.5 kg (34.2 lbs),Fairy,"[{'nome': 'Healer', 'url': 'https://pokemondb.net/ability/healer'}, {'nome': 'Aroma Veil', 'url': 'https://pokemondb.net/ability/aroma-veil'}]",https://pokemondb.net//pokedex/aromatisse
0682,"[{'numero': '', 'nome': 'Spritzee', 'url': 'https://pokemondb.net/pokedex/spritzee'}, {'numero': '', 'nome': 'Aromatisse', 'url': 'https://pokemondb.net/pokedex/aromatisse'}]",Spritzee,0.2 m (0′08″),0.5 kg (1.1 lbs),"Fairy,Route 7","[{'nome': 'Healer', 'url': 'https://pokemondb.net/ability/healer'}, {'nome': 'Aroma Veil', 'url': 'https://pokemondb.net/ability/aroma-veil'}]",https://pokemondb.net//pokedex/spritzee
0681,"[{'numero': '', 'nome': 'Honedge', 'url': 'https://pokemondb.net/pokedex/honedge'}, {'numero': '', 'nome': 'Doublade', 'url': 'https://pokemondb.net/pokedex/doublade'}, {'numero': '', 'nome': 'Aegislash', 'url': 'https://pokemondb.net/pokedex/aegislash'}]",Aegislash,1.7 m (5′07″),53.0 kg (116.8 lbs),"Steel,Ghost,Steel,Ghost","[{'nome': 'Stance Change', 'url': 'https://pokemondb.net/ability/stance-change'}, {'nome': 'Stance Change', 'url': 'https://pokemondb.net/ability/stance-change'}]",https://pokemondb.net//pokedex/aegislash
0680,"[{'numero': '', 'nome': 'Honedge', 'url': 'https://pokemondb.net/pokedex/honedge'}, {'numero': '', 'nome': 'Doublade', 'url': 'https://pokemondb.net/pokedex/doublade'}, {'numero': '', 'nome': 'Aegislash', 'url': 'https://pokemondb.net/pokedex/aegislash'}]",Doublade,0.8 m (2′07″),4.5 kg (9.9 lbs),"Steel,Ghost","[{'nome': 'No Guard', 'url': 'https://pokemondb.net/ability/no-guard'}]",https://pokemondb.net//pokedex/doublade
0679,"[{'numero': '', 'nome': 'Honedge', 'url': 'https://pokemondb.net/pokedex/honedge'}, {'numero': '', 'nome': 'Doublade', 'url': 'https://pokemondb.net/pokedex/doublade'}, {'numero': '', 'nome': 'Aegislash', 'url': 'https://pokemondb.net/pokedex/aegislash'}]",Honedge,0.8 m (2′07″),2.0 kg (4.4 lbs),"Steel,Ghost","[{'nome': 'No Guard', 'url': 'https://pokemondb.net/ability/no-guard'}]",https://pokemondb.net//pokedex/honedge
0710,"[{'numero': '', 'nome': 'Pumpkaboo', 'url': 'https://pokemondb.net/pokedex/pumpkaboo'}, {'numero': '', 'nome': 'Gourgeist', 'url': 'https://pokemondb.net/pokedex/gourgeist'}]",Pumpkaboo,0.4 m (1′04″),5.0 kg (11.0 lbs),"Ghost,Grass,Ghost,Grass,Ghost,Grass,Ghost,Grass","[{'nome': 'Pickup', 'url': 'https://pokemondb.net/ability/pickup'}, {'nome': 'Frisk', 'url': 'https://pokemondb.net/ability/frisk'}, {'nome': 'Insomnia', 'url': 'https://pokemondb.net/ability/insomnia'}, {'nome': 'Pickup', 'url': 'https://pokemondb.net/ability/pickup'}, {'nome': 'Frisk', 'url': 'https://pokemondb.net/ability/frisk'}, {'nome': 'Insomnia', 'url': 'https://pokemondb.net/ability/insomnia'}, {'nome': 'Pickup', 'url': 'https://pokemondb.net/ability/pickup'}, {'nome': 'Frisk', 'url': 'https://pokemondb.net/ability/frisk'}, {'nome': 'Insomnia', 'url': 'https://pokemondb.net/ability/insomnia'}, {'nome': 'Pickup', 'url': 'https://pokemondb.net/ability/pickup'}, {'nome': 'Frisk', 'url': 'https://pokemondb.net/ability/frisk'}, {'nome': 'Insomnia', 'url': 'https://pokemondb.net/ability/insomnia'}]",https://pokemondb.net//pokedex/pumpkaboo
0709,"[{'numero': '', 'nome': 'Phantump', 'url': 'https://pokemondb.net/pokedex/phantump'}, {'numero': '', 'nome': 'Trevenant', 'url': 'https://pokemondb.net/pokedex/trevenant'}]",Trevenant,1.5 m (4′11″),71.0 kg (156.5 lbs),"Ghost,Grass","[{'nome': 'Natural Cure', 'url': 'https://pokemondb.net/ability/natural-cure'}, {'nome': 'Frisk', 'url': 'https://pokemondb.net/ability/frisk'}, {'nome': 'Harvest', 'url': 'https://pokemondb.net/ability/harvest'}]",https://pokemondb.net//pokedex/trevenant
0731,"[{'numero': '', 'nome': 'Pikipek', 'url': 'https://pokemondb.net/pokedex/pikipek'}, {'numero': '', 'nome': 'Trumbeak', 'url': 'https://pokemondb.net/pokedex/trumbeak'}, {'numero': '', 'nome': 'Toucannon', 'url': 'https://pokemondb.net/pokedex/toucannon'}]",Pikipek,0.3 m (1′00″),1.2 kg (2.6 lbs),"Normal,Flying,Route 1,4,5,6,Poké Pelago","[{'nome': 'Keen Eye', 'url': 'https://pokemondb.net/ability/keen-eye'}, {'nome': 'Skill Link', 'url': 'https://pokemondb.net/ability/skill-link'}, {'nome': 'Pickup', 'url': 'https://pokemondb.net/ability/pickup'}]",https://pokemondb.net//pokedex/pikipek
0730,"[{'numero': '', 'nome': 'Popplio', 'url': 'https://pokemondb.net/pokedex/popplio'}, {'numero': '', 'nome': 'Brionne', 'url': 'https://pokemondb.net/pokedex/brionne'}, {'numero': '', 'nome': 'Primarina', 'url': 'https://pokemondb.net/pokedex/primarina'}]",Primarina,1.8 m (5′11″),44.0 kg (97.0 lbs),"Water,Fairy","[{'nome': 'Torrent', 'url': 'https://pokemondb.net/ability/torrent'}, {'nome': 'Liquid Voice', 'url': 'https://pokemondb.net/ability/liquid-voice'}]",https://pokemondb.net//pokedex/primarina
0729,"[{'numero': '', 'nome': 'Popplio', 'url': 'https://pokemondb.net/pokedex/popplio'}, {'numero': '', 'nome': 'Brionne', 'url': 'https://pokemondb.net/pokedex/brionne'}, {'numero': '', 'nome': 'Primarina', 'url': 'https://pokemondb.net/pokedex/primarina'}]",Brionne,0.6 m (2′00″),17.5 kg (38.6 lbs),Water,"[{'nome': 'Torrent', 'url': 'https://pokemondb.net/ability/torrent'}, {'nome': 'Liquid Voice', 'url': 'https://pokemondb.net/ability/liquid-voice'}]",https://pokemondb.net//pokedex/brionne
0728,"[{'numero': '', 'nome': 'Popplio', 'url': 'https://pokemondb.net/pokedex/popplio'}, {'numero': '', 'nome': 'Brionne', 'url': 'https://pokemondb.net/pokedex/brionne'}, {'numero': '', 'nome': 'Primarina', 'url': 'https://pokemondb.net/pokedex/primarina'}]",Popplio,0.4 m (1′04″),7.5 kg (16.5 lbs),"Water,Route 1","[{'nome': 'Torrent', 'url': 'https://pokemondb.net/ability/torrent'}, {'nome': 'Liquid Voice', 'url': 'https://pokemondb.net/ability/liquid-voice'}]",https://pokemondb.net//pokedex/popplio
0727,"[{'numero': '', 'nome': 'Litten', 'url': 'https://pokemondb.net/pokedex/litten'}, {'numero': '', 'nome': 'Torracat', 'url': 'https://pokemondb.net/pokedex/torracat'}, {'numero': '', 'nome': 'Incineroar', 'url': 'https://pokemondb.net/pokedex/incineroar'}]",Incineroar,1.8 m (5′11″),83.0 kg (183.0 lbs),"Fire,Dark","[{'nome': 'Blaze', 'url': 'https://pokemondb.net/ability/blaze'}, {'nome': 'Intimidate', 'url': 'https://pokemondb.net/ability/intimidate'}]",https://pokemondb.net//pokedex/incineroar
